,File,Category,skills,education
1471,16833515.pdf,ADVOCATE,experience fast food cook experience customer service representative call center experience security guard skills ntyping speed words per minute experience generate loyal client experience addressing customer concerns demonstrating empathy resolving problems spot skills nphotoshop apple cherry picker hardware database forklift fork lift macintosh computers ess ms excel ms outlook ms npowerpoint ms word personnel camera printers quickbooks repairs time management typing speed nadditional information n ndriver,
1472,15684810.pdf,ARTS,skills familiarization apple experience nnon commissioned security officer ncurrent company name experience npetty officer company name u skills nsecurity aviation class comprehensive large array data stewardship system weapons apqp circuits operations wiring clinical trial nfda associate hand tools inventory janitorial duties analog blueprints cabling calendaring cashier cdl cellular clean room customer nservice data analysis data warehouses employee relations fitter grinders inspection invoices landscaping mac mail room marketing nanalysis material handler mil spec mil,college associate degree austin ncommunity college northridge
1473,12144825.pdf,AUTOMOBILE,experience programming development nacross multiple platforms software design development integration skills able work team nadaptable quick changing technical environment experience nsoftware engineering co skills,university cincinnati city state electrical engineering university cincinnati school electronic computing systems
1474,16279537.pdf,ACCOUNTANT,skills nanalytical thinker ncreative problem solver npublic speaking ninventory tracking nbudget management nstaffing recruiting professional n nworks well independently ndecisive nresults experience noctober nto ncurrent ncompany name city state supervisory logistics management specialist n nmanaging team employees busy work environment skills n nability lead motivate build su essful teams,university phoenix mba university phoenix bachelor science
1475,13195436.pdf,ADVOCATE,skills acquired military career experience naviation maintenance egress leading petty officer leading petty officer noctober current company name n nmeritorious unit commendation skills nbook c configuration management counseling cpr documentation first aid instruction instructor interpretation leadership logistics nmanaging navy naval personnel pick quality quality assurance qa safety teamwork troubleshooting,college e college nlocal union iron workers university completing four courses earning credits toward nba science
1476,11614114.pdf,ARTS,experience within field logistics years experience organizational leadership skills nsupervisor skills ninventory management nprocess improvement n nexperience n experience n skills ninventory aviation staffing documentation asset management buying,university university
1477,17008356.pdf,ACCOUNTANT,experience corporate levels startup established companies n neducation nb skills n nb b strategic selling nbusiness development planning nterritory management nmarket research n nnegotiation ntime management ngrowth oriented n nwork history na ount executive,university university
1478,13234267.pdf,AUTOMOBILE,skill highlights n nproject management nleadership skills nemployee relations nself skills nbudget management n nprofessional experience ndirector aviation safety njuly current company name experience ncol napril january company name n nmontana army national guard fort harrison mt united states skill specialties supply petroleum operations avionics sheet metal engine repair life support equipment flight operations nfirefighting quality assurance ground support equipment repair skills n naviation general aviation instructor training operations maintenance aircraft maintenance aviation administration aviation maintenance nbudget safety management workplace safety rotary wing ident investigation aircrew avionics engine repair equal employment nopportunity ground support equipment logistics petroleum quality assurance sheet metal human factors personnel management staff ntraining transportation safety,college college carlisle pa united states master degree university daytona beach university daytona beach fl united states master degree university montana university montana missoula mt united states bachelor degree college distance nlearning program degree masters strategic studies
1479,13405229.pdf,ADVOCATE,experience nmarch current ncompany name city state security baggage handler experience njanuary january ncompany name provide information space skills nordnance weapons airborne weapons aircraft mechanical aircrew aviation calibration corrosion corrosion control inspection ninventory missile systems design testing training weapon cashier database excel f,university ncity state us criminal justice nbachelor arts n n n nsaint leo university chesapeake va ndeans list bachelor arts graduation
1480,12239749.pdf,ADVOCATE,skills counselor seeking position social services provider experience designing supporting database information systems experience commercial academic technical writing experience nspecialist infantry mar sep ncompany name skills n nadvanced vocabulary reading comprehension skills,university university pacific college level mathematics skills
1481,11959428.pdf,AUTOMOBILE,experience ntroubleshooting repairing maintaining aircraft engines systems well repairing rebuilding aircraft structures functional ncomponents experience splicing belts rebuilding npumps changing motors bearing gearboxes experience abilities skill areas n nmaintenance ninspections nrepairs ntroubleshooting n nwork experience nmaintenance mechanic,university city state ncertifications nfaa airframe
1482,12192507.pdf,ACCOUNTANT,skills nproblem solving abilities n ndecisive ncritical thinking nbusiness systems analysis n ninterests naviation enthusiast commercial pilot licensed anac faa experience nfront desk attendant skills n naviation management nflight aircraft nenglish nmanagerial strategic planning,university may bachelor degree aviation management recently started mba aviation nprogram embry university worldwide campus concentration international business university city state united states aviation management nconcentration university city state united states aviation international business nstudy strategic planning international operations aviation related business
1483,12043694.pdf,ARTS,experience work ethic nand training become integral contributor growing productive organization skills proven excellence budgets schedules ncoordination supervision training management maintenance projects programs levels effectively interpreting communicating nrequirements across functional organizations skills time management delegation initiative take tasks resolve problems nimmediately experience n skills training aberdeen proving ground b skills na,university university
1484,14790629.pdf,AUTOMOBILE,experience n skills naudio excellent oral contracts customer satisfaction excellent customer service customer service customer support databases dependable nemail first aid inspect inventory management leadership director management skills marketing market microsoft office personnel policies npricing proposals quality receptionist reporting research safety sales spreadsheets telephone phone time management trade shows ntraining programs video written communication skills nadditional information n nwilling relocate,
1485,16850314.pdf,ARTS,experience contributing nto goals values organization experience contacting vendors nanswering phones face face contact public governmental personnel honed customer service abilities skills positive work ethic makes communication easier skills allow ability manage personnel take care conflicts disputes npersonal needs employees skills nwork history nstorekeeper ii skills narchitectural drafting autocad clerical customer service data entry dispatching drivers film forklift forklift operator forms instruction ninventory mechanical mechanic excel microsoft office powerpoint windows word navy naval packaging peoplesoft peoplesoft,degree business management administration grand canyon university city state business management administration nassociate degree national education center city state ngraduate naval aviation school city state ncertified trainer forklift truck operator safety autocad certificate architectural drafting llewellyn technology certificate electro nmechanical systems repair city state training also includes repair signode banding tie wrapping machines synergy minipac
1486,14589288.pdf,AUTOMOBILE,skills n nvisiprise kronos sap ewi programs nblueprints nfiberglass composite sheet metal nfuel systems npowerplant n nblade track balance nvibration analysis nleadership skills naircraft inspection nflight controls nhydraulic systems ntransmissions n na omplishments nawarded experience nassembly mechanic skills n nflightline maintenance nintermediate maintenance ninspection nassembly n n,
1487,11333001.pdf,ARTS,skills nexperience leadership nquantitative skills nimprovement plan knowledge nability analyze reports nproblem resolution nteam player norganization ncommunication n nms office nworking collaboratively nquality assurance controls ndata evaluation nintuitive nmultitasking capabilities nattention detail n nexperience noperations technician,university alabama huntsville college university college
1488,15823995.pdf,ADVOCATE,skills ability manage complex projects uracy skills able deliver informative recommendations senior leadership regarding long skills skills coaching skills applications experience nrecruiter skills nadobe benefits coaching competitive contact management contact management counselor clients databases forms hand tools human nresource inspector instruction insurance legal logic market excel outlook powerpoint windows word radar multi,university university la verne
1489,17983430.pdf,ADVOCATE,skills n nmicrosoft office excel powerpoint proficiency nquick learner noutstanding interpersonal skills nissue resolution n nexcellent analytical skills ncooperative team member ncomputer proficient nextremely organized nenergetic organized nattention detail n neducation coursework nassociate applied science experience ncustomer service n ndata organization npolicy development n nreporting ntechnology proficient n ndocument organization nmultitasking n ninventory management nmanaged cash inventory office budgeting supplies lowe experience ncustomer service representative skills n nattention detail interpersonal skills nexcel microsoft office powerpoint nquick learner,college city state nmember national honor society paralegal lambda epsilon chi n
1490,22650051.pdf,ACCOUNTANT,skills nfile skills nreports generation analysis nchange management financial records processing nfirst aid training skills ntelecommunications knowledge nproficient customer ount software nmulti skills nsystem operations preformed basic aircraft maintenance skills familiarization aircrew fixed rotary wing aircraft crew resource nmanagement skills nmoon valley high school experience ncustomer service rep jul current ncompany name skills nanalytical skills basic change management chi financial first aid inspection interpretation logistics management skills microsoft noffice radar weapons natural negotiation communicator operations management physiology problem solving skills quick learner safety ntest equipment wiring ncash handling able lift,
1491,22168194.pdf,INFORMATION-TECHNOLOGY,experience helping people everyday needs concerns phone person experience handling complex inquires situations discretion efficacy times skills n nmicrosoft office nart nclients ndocumentation nfacsimile nforms nmaterials nmediation nmicrosoft office noffice machines n nphotocopiers npolicies nquality nsafety nscanners nsupervision ntelephone ntroubleshooting nvoice mail nwell organized n nwork history ncustomer service agent skills nmicrosoft office nart clients documentation facsimile forms materials mediation office machines photocopiers policies quality safety scanners supervision n ntelephone troubleshooting voice mail well organized,college
1492,18268860.pdf,AUTOMOBILE,experience nmilitary commercial aircraft civilian aerospace experience prepared retained records documentation reports nrequired customer contract experience nquality control inspector experience skill levels ensure cohesive working team skills nblueprints catia v inspecting inspection inspector risk management technical manuals,university
1493,24154692.pdf,ACCOUNTANT,experience aerospace skills nprocess improvement n,degree college indiana university university
1494,22232367.pdf,ACCOUNTANT,experience providing expert problem resolution customer support nto u skills nfluent communicator ncustomer service expert n nextensive technical knowledge nproven problem solver ndeadline experience ncompany name june current aviation records analyst ncity state n nutilize skybooks aviation maintenance tracking application provide aircraft configuration maintenance program compliance ndata skill management experience aviation records analyst bell helicopter nfour months experience linux experience technical support representative u skill management experience data analyst u skills ncomputers sql customer support database networking oracle pl,college jacksonville associate science degree computer science ninformation college jacksonville
1495,19284293.pdf,AUTOMOBILE,experience fixed rotary wing flight testing test management systems integration uav noperations experience flight test planning execution reporting years high experience years total uas operations experience skills nflight test management nuas operations nflight test engineering n nsystems integration test naircraft modification management nteam leadership n na omplishments n n experience n skills narmy art agency calibration hardware concept conceptual design consultant dc engineer fortran functional government ninterpretation director mechanical excel microsoft word performance appraisals personnel personnel management quality assurance nreal,university kansas hazards high university
1496,21287405.pdf,AUTOMOBILE,skills nreport creation nfreight operations nadaptive team player ndependable reliable nmaterials transport nskilled forklift operator ncargo handling ndefensive driver training nreport creation nstorage procedures nreviewing records n npersonnel mentoring nreliable trustworthy ncritical thinking ndata management nteam management nfriendly positive attitude nbasic math npeople skills nmicrosoft office nteam building nfirst aid experience naviation supply specialist ncity state company name,degree eager contribute developed knowledge delivery degree college may city state nsome college college city state n n college
1497,17655479.pdf,AUTOMOBILE,experience forklift driver order maintain inventories good clean nenvironment become asset company experience working lots different materials skills nnatural leader nvalid la driver skills nlifts experience ncompany name city state pest control tech skills n ndelivery forklifts inventory iso weapons organizing pick receiving safety scanner scanning shipping,
1498,17152392.pdf,ARTS,experience nnovember july supply chain manager ncity n nachieved corporate goals development execution strategy policy leadership skills nstreamline balance budgets business process improvement change management competitive continuous improvement contracts cost nreduction delivery driving forecasting functional funds government inventory management managing inventory levels inventory inventory nlevels inventory control leadership logistics materials management materials meetings exchange negotiating operations management norganizational performance management personnel policies presentations pricing processes procurement profit proposal purchasing nquality receiving repairs research sales shipping six sigma fluent spanish strategy strategic supply chain warehousing,college business mba programs nexperience nnovember july supply chain manager ncity n nachieved corporate goals development execution strategy policy leadership degree professional performance university phoenix graduate school business state nuniversity maryland b
1499,17686472.pdf,AUTOMOBILE,experience manufacturing reliability engineering nuclear processing experience ncompany name city state bakery entrepreneur skills n ncommunication safety autocad customer service database quality research design sap root cause failure modes effects nanalysis lubrication,university tennessee aerospace engineering nadditional information n nsix sigma lean
1500,24668861.pdf,ACCOUNTANT,experience developing testing commercial military turbines skills ntraining program implementation nthe mathworks matlab nquality control nenergy management systems nengineering software nstrong presentation skills nprocess improvement noperations research nreliability testing ngeometric dimensioning n nlean manufacturing nphysics nmaterial properties nleadership nteam player nfailure analysis nproduct engineering n na omplishments n nproduct improvement n nliaised mrb modify improve overall product performance experience nsenior aerospace quality engineer nfebruary september company name experience outside agencies internal experience manufacturing continuous improvement tools skills n,university university degree knight american physical society
1501,22442947.pdf,ADVOCATE,skills nstrategic planning nteam building npersonable nclient relationships ndedicated nflexible nrelationship building ndecision making ntime management nconflict resolution nadaptability nability work pressure ncreativity nability work team n nmicrosoft word nword processing nspreadsheet nmicrosoft excel nmicrosoft programs nscheduling n na omplishments n npromoted times within last years skill set managing employees customers throughout many areas aviation business nproven ability manage complex concourses throughout atlanta airport nestablished trustworthy relationship among clients multiple concourses experience n skills n months experience cbp seal process,college park high
1502,19818707.pdf,ACCOUNTANT,skills n nexecutive summary nfinancial analyst extensive experience aspects corporate expenses skills nambulance balance billing budget development management budgets budget bi coaching competitive contracts corporate finance ncost control executive management expense reporting finance financial financial ounting financial analysis analyze financial information nfinancial analyst financial forecasting financial forecasts managing mentoring microsoft products excel outlook nt microsoft word month nend close negotiating optimization presenting presentations pricing pricing analysis process management procurement profit purchasing nrelationship management reporting sales scheduling sourcing strategies strategic annual reports,degree risk university degree university degree university
1503,23985183.pdf,ACCOUNTANT,skills nsecret security clearance nproject management nbudget analysis ntraining skills nprocess improvement nmicrosoft office suite expert n nsummary na omplished operation management professional experience driving process improvements financial administrative nstaff productivity military environments skill sets appropriation talent acquisition leader development,university international
1504,23464505.pdf,ARTS,experience back skills nstrong analytical skills noptimizing performance tuning nexperience writing executing test plans nexperience working agile software development nmethodology n ncapable working simultaneously diverse projects individually na team nexperience project presentations enthusiasm understanding new nconcepts n ntechnical skills n nserver experience njava intern,university
1505,17483843.pdf,ARTS,experience nunmanned aviation technician supervisor skills napproach basic budget ca product development documentation fast functional hand tools logistics materials mentor excel microsoft noffice outlook publisher microsoft word oscilloscopes personnel power tools procurement progress project plans radio safety sales nscheduling six sigma soldering spanish supervisor switches technical project management technician test equipment trainer ntransportation troubleshoot,university thomas jefferson high school city state n unmanned aviation system safe flight
1506,17694572.pdf,ACCOUNTANT,experience ncompany name june current administrative manager ncity state n nanswer multiple phone lines nbookkeeping nsending receiving emails faxes copying nmanaged office inventory placed new supply orders skills n nclinical skills n nphlebotomy n nekg,
1507,22990761.pdf,ADVOCATE,experience n skills nanesthesia c clients policies presenting recording safety surgery therapy vital signs x,degree university college jacksonville ninterests nregistered nurse
1508,24589765.pdf,ACCOUNTANT,skills nwork history n skills narbitration agency budgets budget continuous improvement delivery executive management financial functional government graphics ngraphic human relations hyperion,university executive management program evans school university washington
1509,21190805.pdf,ARTS,experience administrative customer service roles including years non experience nprogram director skills nadobe cpr clients customer satisfaction customer service customer care forms fundraising instructor interior design letters mac ndirector marketing materials meetings ess excel office outlook powerpoint publisher windows xp word norton operating systems nprofit quickbooks safety sage strategic plans teaching travel arrangements vista website nadditional information n nhobbies volunteer services enjoy playing tennis skiing flying photography,university louisville
1510,19506295.pdf,AUTOMOBILE,experience product design development process improvement project nmanagement quality assurance comprehensive understanding design processes manufacturing methods sound engineering principles skills optimize collaboration departments produce high experience use computer aided design tools ug nx solidworks experience ncompany name september current lead engineer skills nsolid edge nug nx,university dayton master science university bachelor science university science technology bachelor science
1511,17274759.pdf,ACCOUNTANT,experience knowledge skills used ordingly experience ncompany name city state senior supply sergeant skills n nlogistics forecasting,university city state us ntechnical certificate planning program bugdeting executive
1512,17876954.pdf,ARTS,experience working leading retailers marine corps kfc experience coordinating receipt processing products across diverse retail environments skills working team skills setting skills nstockroom procedures nreport creation nproduct organization nmaterials transport nadaptive team player nloss prevention ndependable reliable ninventory control nproject organization nproblem resolution n nprocess improvement nrfi scanners nadministrative support nplanning coordination nteam management norganization ninventory management nsupervision nteam building ninvoice generation n nexperience n,college college
1513,20026169.pdf,AUTOMOBILE,skills enthusiasm skills formidable work ethic experience industrial commercial construction jobs valued nfrom four million hundreds millions dollars skills able multitask different areas experience design training nstandards policies help reinforce individual performances well versed spss excel power point r skills nwork history n skills nphoto balance bridges c dec estimating instructor instruction insurance labor relations leadership law works reading read nrecruitment research risk management safety scheduling seminars statistics supervision tax transportation welding workflow written nadditional information n npersonal data omplishments,university received nbachelor degree professional pilot master degree arizona state university december master degree university university college college degree aviation enjoy outdoors nspending time family scuba diving
1514,24544244.pdf,ACCOUNTANT,skills excellent team worker active dynamic approach work skills knowledge well nas develop skills practical fast skills n ncustomer service specialist nfriendly ncalm pressure nfederal aviation administration experience regularly converting unhappy customers satisfied customers something earned nme employee month june skills regularly converting customers point enquiry sale ngained self directed learning development problem solving skills skills written verbal developed numerous essays presentations skills na ounting general ounting approach business solutions business strategies coaching good communication skills communication skills oral ncomputer literate client management clients customer service skills data entry dispatching english essays fast financing leadership skills nmanaging marketing mentor ess excel microsoft office powerpoint word negotiation organizational presenting presentations problem nsolving problem solving skills problem skills retail sales safety selling sales scientific self motivated team player time management nwritten nadditional information n nnationality,university westminster university westminster college
1515,23761385.pdf,ACCOUNTANT,experience comprehensive military civilian leadership settings experience naviation electronics technician njanuary november company name skills areas expertise employee scheduling staff training development budget development compliance ninterpersonal relation effective communications strategic analysis expense reporting troubleshooting techniques critical thinking nap skills facilitating operations business development managing client relations skills provided operations management avionics shop personnel skills n nbusiness management human resources management operations management strategic analysis n nadditional information n nsecurity secret clearance n nwinner numerous awards training supervising military personnel completion,university university
1516,36252245.pdf,ACCOUNTANT,experience different fields skills experiences position hope opportunity nto speak asset team experience aviation ammunitions supply management experience naviation supply specialists company name n nsupervised highly technical functions areas aviation supply management include regulating coordinating otherwise exercising ncontrol organizational supplies equipment materials used automated material management systems conduct initial nplanning provisioning requirement determination acquisition distribution ultimate issue consumption retention disposal nperformed mission capability experience excellent familiarity inventory nprocedures strong knowledge equipment requisitioning storage superior knowledge applicable local state federal safety nstandards exceptional field investigative abilities sound skill comprehensive report formulation high written oral communication skills noutstanding research analytical abilities assist material unusable waste turned natural resources nenvironmental affairs office skills team building training microsoft office proficient nskills n na ounting adr army balance budgeting oral communication data entry documentation financial government inventory materials noffice ess monitors natural enterprise organizational processes purchasing research safety sound stock control unique written nsalessoftware skills team building training microsoft office proficient,university city state semester hours nuniversity maryland university college city jp npersonal information nsecret clearance excellent leadership skills team building training microsoft office proficient nskills n na ounting adr army balance budgeting oral communication data entry documentation financial government inventory materials noffice ess monitors natural enterprise organizational processes purchasing research safety sound stock control unique written nsalessoftware
1517,34419403.pdf,AUTOMOBILE,experience working concierge military general office international skills n nfriendly experience n skills nadministrative administrative duties copying customer service email special events fax inspecting mechanical medical emergencies mail noffice weapons navy quick receptionist repairing transportation typist,
1518,28020046.pdf,ADVOCATE,experience value stream mapping ndedication product quality nglobal strategic sourcing nprocedure development nclient relationships nquantifiable revenue increases n nlean manufacturing design nanalytical ncost reduction containment nqa experience ncompany name october january production excellence specialist ncity n nknowledge use operational equipment efficiency skills n nclient relations software,university maryland university college bachelor science
1519,28383893.pdf,ADVOCATE,skills required thrive fast skill highlights n nupper experience nsenior warrant officer advisor skills traditional aeromedical evacuation technicians,university city state united states semester hrs
1520,29161565.pdf,AUTOMOBILE,experience working qualified radiological control technician working radiological ncontrol department variety areas including limited facility decommissioning aircraft carrier refueling cvn skills n n experience ncompany name city state radiological control technician,college student years nuclear experience working qualified radiological control technician working radiological ncontrol department variety areas including limited facility decommissioning aircraft carrier refueling cvn university military scholarship ncoursework engineering ncontinuing education nuclear energy engineering technology n nnuclear energy engineering technology nnuclear energy engineering technology thomas edison state city state usa nlanguages n nbilingual fluent spanish english n ncertifications n n qualified
1521,27512470.pdf,ACCOUNTANT,experience nassistant cfo skills na ount management calendaring client relations computer proficiency coordination creative problem solving critical thinking customer nneeds assessment customer service data collection data entry documentation email executive management support filing grammar ninternet research letters memos microsoft excel microsoft office suite microsoft outlook microsoft powerpoint microsoft word nmulti skills prioritization proofreading reading comprehension report transcription research scheduling nspreadsheets telephone skills time management travel arrangements travel booking travel planning vendor management,
1522,25718772.pdf,AUTOMOBILE,experience high skills nand expertise prepare special variety dishes professional rewarding environment experience ncisco certified network associate skills ngui tools nunix skills n nweb content management nproficiency tcp skills nknowledge streaming video platforms n ntechnical skills nskills experience total years last used n nproficient word excel powerpoint personal computer support technician na omplishments n nstrategy planning n ndeveloped communicated web site usage security policies standards users experience n skills,
1523,28186635.pdf,AUTOMOBILE,experience npostal support employee jan current ncompany name skills providing high quality environment customers team members quick na urate service showing sensitivity individual needs skills nair force basic budget customer service skills databases first aid government information technology inspection inventory regulatory ncompliance logistics mainframes materials mechanic naval organizational performance analysis personnel policy development nprocurement program management project coordination quality quality assurance quality control quick reporting safety technician nadditional information n nawards,
1524,26819872.pdf,AUTOMOBILE,skills ability work minimum supervision whilst supporting fellow team members skill liaison nwith civilian military supply systems enabling vma skills managerial abilities experience n skill nliaison civilian military supply systems enabling vma skills managerial abilities skills nair force basic computer literate delivery directing documentation e skills organizational payroll personnel policies procurement receiving maintain records router nsafety scheduling shipping six sigma staffing strategic supervisory trauma unique nadditional information n npossess valid dod secret security clearance,
1525,30148777.pdf,ADVOCATE,experience practicemaster tabs legal nproficient managing clerical duties pertinent law office n nexperience nparalegal njanuary company name skills na ounts payable ounts receivable ounts receivables administrative advertising attorney balance credit client clients customer nservice drafting filing law legal letters litigation managerial managing meetings ess excel spreadsheets excel mail microsoft office nsuite office powerpoint word network paralegal phone system pos proposals quality radio receptionist record keeping researching nsales scanner scheduling spreadsheets phones answering phones typing westlaw,college paralegal studies namerican bar association approved institution paralegal certificate college american bar association approved institution nhigh school diploma
1526,27502951.pdf,ARTS,skills nsubstantial knowledge microsoft windows operating nsystems ms office nnx experience strong management skills n modeling na ident investigation nroot cause analysis n na omplishments n na omplishments nachieved first type design approval brazil china malaysia indonesia south africa new zealand argentina experience ninternational certification program management experience aspect international aircraft validation skills n na ount management autocad billing catalogs civil aviation authority computer networking customer satisfaction delivery documentation ngovernment inventory control invoicing lan meetings microsoft ms office windows operating systems network process development nprogram management quality safety sales support technical support regulatory compliance,university n nminors college city state nprofessional aeronautics spartan school aeronautics city naffiliations nprofessional associate dive instructors aircraft owners pilots association embry university alumni cherokee nflyers inc
1527,26279402.pdf,AUTOMOBILE,experience ton experience carrier overhaul planning scheduling nadministrative skills experience n experience gained nthe use math blueprints precision tooling portable machine tools skills nshielded metal arc weld,
1528,24773845.pdf,ACCOUNTANT,experience leading coaching diverse group employees experience consulting business units ncustomers gleaning lessons learned implement process improvement throughout enterprise experience naviation executive officer napril current company name skills leadership necessary provide vision future nenvironment requires leaders comfortable ambiguity exercise critical creative thinking dynamic rapidly evolving noperational environments capable making sound decisions considering strategic operational tactical consequences skills nuh,university university alabama
1529,29167286.pdf,ARTS,experience ninstructor skills nstreamline army hardware ctc documentation functional hydraulics instruction instructor logistics materials monitors organizational npersonnel policies presentations processes quality quality assurance risk management safety supervisor technical manuals troubleshooting nadditional information,
1530,32720816.pdf,ARTS,experience working microsoft word powerpoint excel skills well participated nthe community volunteer events disability sports festival csusb campus san bernardino ca experience ncompany name city state aviation parts salesman experience hour long commutes work traveled distance twice day employment skills ncash handling customer service databases driving email inventory materials navy next packaging payroll pricing quality control safety nsales scheduling shipping supervisor tables phone,degree university gpa degree university gpa
1531,31536294.pdf,ARTS,experience ncompany name city state managed pressure drilling field supervisor,university expected graduation n well control school city state usa niadc wellsharp supervisor level n ndrilling operations surface subsea n n mstc city state usa nhuet college n central texas college n usn n nadvanced electronics technical training
1532,37473139.pdf,ARTS,experience contributing nto goals values organization experience contacting vendors nanswering phones face face contact public governmental personnel honed customer service abilities skills positive work ethic makes communication easier skills allow ability manage personnel take care conflicts disputes npersonal needs employees skills nwork history nstorekeeper ii skills narchitectural drafting autocad clerical customer service data entry dispatching drivers film forklift forklift operator forms instruction ninventory mechanical mechanic excel microsoft office powerpoint windows word navy naval packaging peoplesoft peoplesoft,degree business management administration grand canyon university city state business management administration nassociate degree national education center city state ngraduate naval aviation school city state ncertified trainer forklift truck operator safety autocad certificate architectural drafting llewellyn technology certificate electro nmechanical systems repair city state training also includes repair signode banding tie wrapping machines synergy minipac
1533,27902692.pdf,BPO,experience nnetwork administrator feb mar ncompany name n nestablishes networking environment designing system configuration skills na,university nproject management professional florida atlantic university nsix sigma greenbelt florida atlantic university n n n ncertifications nmicrosoft certified systems administrator microsoft certified systems engineer microsoft certified technology specialist itil foundation v ncertified comptia
1534,31605080.pdf,AVIATION,experience across multiple disciplines including technical support customer service computer repair military service experience ncompany name august october geek squad agent ncity state n nprovided technical support person phone skills nactive directory hardware customer service inventory management inventory logistics mac windows problem solving receiving nresearch shipping software installation technical support user training phone troubleshooting,university b
1535,29221006.pdf,ACCOUNTANT,experience n skills na ounting basic budgeting budget data entry english financial forms funds human resources hr labor relations leadership ndevelopment logistics math medical terminology excel mail ms office office power point windows ms word organizational npersonnel policies psychology psychology public speaking reading read reporting safety spanish staffing supervisor tax answering nphones training materials treasury typing wpm visio written composition nadditional information n nunited states,college gpa college gpa university memphis college college students
1536,36727173.pdf,ACCOUNTANT,experience team management administrative ountability supply management experience allowed many great nopportunities develop enhance traits time traits become requirement skills begin take experience naviation supply specialist skills familiarity terminology proficiency key boarding basic understanding data entry application nand manipulation skills tactful n nappropriate discipline techniques critical thinking skills n nselect one skills class lab underwater problem n nsolving skills class lab multi skills class lab extended sea survival n na written final examination n nhigh school diploma skills n ninventory specialist n nleader n ncommunication n norganization n ncomputer n nadditional information,
1537,25719936.pdf,AUTOMOBILE,experience developing hmi controlled equipment testing production skills n ncomplex problem solver nproject management noperational analysis expert ntechnical writing ndata collection nstrong decision maker nanalog digital hardware nfirmware design nfea failure analysis n design simulation software experience nelectrical engineer skills narmed forces autocad c c,university texas arlington college prep city state united states coursework nofficer duties
1538,29534737.pdf,ARTS,experience value stream mapping ndedication product quality n na omplishments n nplanned directed coordinated assigned manpower efficiently meet production requirements experience nproduction supervisor experience blue print reading schematics also skills nblue print reading blueprints calibration cnc grinders lathes machinery machining weapons natural oil quality reading recording nschematics supervision test equipment transportation troubleshooting,college
1539,33627938.pdf,AVIATION,experience npersonnel security specialist,university nbachelor science university njob related training nnaval security manager course
1540,25625173.pdf,ARTS,experience providing technical support project management system safety environment safety health ndisciplines experience includes experience working dod components retired service u skills ncomplex problem solver nadvanced critical thinking n nexperience nsenior lead technologist editor njanuary current company name n ndefined application problems consulting clients evaluate procedures processes skills naia business plans hardware content controller cost analysis clients database administration database database development ndocumentation fast focus functional government hvac inspection team leader logistics mark materials office mod weapons nmanagement information system navy naval nas network upational health personnel processes procurement program management nprogress proposals research risk assessment safety scientific strategic system design systems engineering technical support systems nsupport technical writing technical documentation upgrades,university environmental management nba college history
1541,29595906.pdf,ARTS,skills works well others skillfully making nindependent decisions skills n n dependable nfast learner ntrustworthy nhard working n nexperience n,college
1542,26888302.pdf,ARTS,experience consistently nreceived high ratings technical chemical expertise skills include experience njune current ncompany name city state aviation fuel quality control specialist n nregularly inspects equipments valves strainers pipes filters hoses leakage abnormality skills napi approach attention detail basic color hardware content conversion data analysis documentation downstream drivers film ninterpretation inventory inventory control iso laser math excel microsoft office outlook powerpoint word monitors oil policies nproblem solving processes profit quality receiving safety shipping specification statistics strategic team player troubleshooting upgrades,college ncity state process technology na
1543,42546558.pdf,ACCOUNTANT,experience naviation operation specialist njanuary february company name skills secured radios identifying aviators medical status aircraft information location nin cases precautionary landings due aircraft deficiencies weather idents order inform appropriate channels nincreased response personnel aircraft recovery time skills answering phone calls relaying messages sending emails replying emails fast nresponse time skills n ntravel agent flight hours keeper trainer excellent communication fast learner content high motivation excellent customer service manager ndts digital mapping manager funds inventory excel personnel tracker policies enforcer trainer honest high levels integrity efficient nunder high levels stress team leader enjoy challenges security clearance,university brandman university puerto rico
1544,38154903.pdf,AVIATION,skills n ncritical thinking decision making n nhand experience ncompany name city state lead aerospace assembler,college canyons city state n nprojected graudation date
1545,38047274.pdf,ARTS,skills n nstrong written skills n ngreen belt qualified lean sigma n ncpr certified nmicrosoft office suite nstrong attention detail neffective time manager n na omplishments n nachieved sailor year nas oceana virginia beach va n nachieved naval achievement medals n nadvanced field work chevron coalinga maintenance planner year experience nplanner skill personnel skills n nstate certified nurse assistant n ngreen belt lean sigma n nhealth care provider cpr qualified,college
1546,42427521.pdf,ACCOUNTANT,experience njune current company name nprogram manager nseptember company name skills nadobe army blueprints budget c c,degree university
1547,61315605.pdf,ACCOUNTANT,experience ndesktop support engineer naugust current company name skills ability quickly urately determine source problem identify npossible solutions select appropriate solution implement solution timely manner skills n na ounting systems active directory cables cd change management hardware critical thinking client customer service customer support ndell desktops email hard drive ide internet connectivity inventory lan managing materials mechanical memory ess exchange nexchange server microsoft office windows windows migration weapons monitors motherboards navy networking network nics noperating systems pc hardware personnel power supply printers processes progress quality reporting routers servers sound cards nswitches technical support troubleshooting upgrades video cards wan workflow,university
